"BehaviorSpace results (NetLogo 6.1.0)"
"COVID SIMULS.html"
"Lancet Paper Aus"
"04/13/2020 21:29:52:739 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-30","30","-40","40"
"[run number]","Illness_period","Spatial_Distance","Compliance_with_Isolation","Total_Population","Available_Resources","Current_Cases","Media_Exposure","Hospital_Beds_in_Australia","ReInfectionRate","RestrictedMovement","Superspreaders","Severity_of_illness","Quarantine","ProductionRate","Incubation_Period","Case_Isolation","Initial","Track_and_Trace_Efficiency","PolicyTriggerOn","Proportion_People_Avoid","Population","Treatment_Benefit","FearTrigger","Speed","Triggerday","Proportion_time_Avoid","InfectionRate","Age_Isolation","Contact_Radius","Scale","Lockdown_Off","Freewheel","TimelockdownOff","Diffusion_Adjustment","[step]","count simuls with [ color = red ]","count simuls with [ color = 85 ]","count simuls with [color = black ]","count simuls with [ color = yellow ]","count simuls with [ color = black and agerange = 5 ]","count simuls with [ color = black and agerange = 15 ]","count simuls with [ color = black and agerange = 25 ]","count simuls with [ color = black and agerange = 35 ]","count simuls with [ color = black and agerange = 45 ]","count simuls with [ color = black and agerange = 55 ]","count simuls with [ color = black and agerange = 65 ]","count simuls with [ color = black and agerange = 75 ]","count simuls with [ color = black and agerange = 85 ]","count simuls with [ color = black and agerange = 95 ]","mean [ contacts ] of simuls / ticks","mean [ timenow ] of simuls with [ color = red ]","count simuls with [ color = red and timenow = Incubation_Period ]","sum [ reserves ] of simuls with [ color != black ]","scalePhase","numberInfected","deathcount","casefatalityrate","ICUBedsRequired","DailyCases","CurrentInfections","EliminationDate","MeanR"
"14","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","171","27","2016","15","442","1","0","0","1","0","2","3","5","2","1","0.3529894736842105","7.444444444444445","2","7028334.021543661","0","1774","42","0.02367531003382187","0","2","27","0","2"
"12","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","193","17","2261","9","213","0","0","0","1","0","1","0","7","0","0","0.3638300518134715","6","3","7004390.971115061","0","1629","18","0.011049723756906077","1","0","17","0","0"
"13","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","185","3","2294","7","196","0","0","0","0","0","0","0","4","3","0","0.417747027027027","5.333333333333333","0","6729775.65761166","0","203","7","0.034482758620689655","0","0","3","0","0"
"10","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","187","0","2078","11","411","0","0","0","0","0","0","1","6","2","2","0.4169283422459893","<RuntimePrimitiveException>","0","6691597.371355558","0","1065","20","0.018779342723004695","0","0","0","152","0"
"15","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","136","8","2038","8","446","0","0","1","0","1","0","0","3","2","1","0.3337029411764706","8.625","1","7471941.375874435","0","457","8","0.0175054704595186","0","0","8","0","2"
"9","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","203","0","2032","13","455","0","0","0","0","0","0","1","5","6","1","0.37461674876847295","<RuntimePrimitiveException>","0","7574069.571944375","0","468","13","0.027777777777777776","0","0","0","128","0"
"11","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","198","0","2111","7","382","0","0","0","0","0","0","4","2","1","0","0.358","<RuntimePrimitiveException>","0","7402379.726131028","0","675","16","0.023703703703703703","0","0","0","148","0"
"14","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","172","29","2014","15","442","1","0","0","1","0","2","3","5","2","1","0.3544697674418605","7.931034482758621","4","7038950.774687941","0","1775","42","0.023661971830985916","0","3","29","0","3"
"15","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","137","8","2038","8","446","0","0","1","0","1","0","0","3","2","1","0.3324408759124088","9.625","0","7459847.67704851","0","458","8","0.017467248908296942","0","1","8","0","1"
"12","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","194","19","2259","9","213","0","0","0","1","0","1","0","7","0","0","0.36473814432989693","6.368421052631579","0","7012480.990044521","0","1630","18","0.011042944785276074","1","0","19","0","1"
"13","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","186","3","2294","7","196","0","0","0","0","0","0","0","4","3","0","0.419389247311828","6.333333333333333","0","6735948.070033292","0","203","7","0.034482758620689655","0","1","3","0","0"
"10","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","188","0","2078","11","411","0","0","0","0","0","0","1","6","2","2","0.41815106382978723","<RuntimePrimitiveException>","0","6695387.004698518","0","1065","20","0.018779342723004695","0","0","0","152","0"
"9","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","204","0","2032","13","455","0","0","0","0","0","0","1","5","6","1","0.37542156862745096","<RuntimePrimitiveException>","0","7582227.348330189","0","468","13","0.027777777777777776","0","0","0","128","0"
"11","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","199","0","2111","7","382","0","0","0","0","0","0","4","2","1","0","0.3588767676767676","<RuntimePrimitiveException>","0","7416319.59295372","0","675","16","0.023703703703703703","0","0","0","148","0"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","293","0","1969","13","518","0","0","0","2","0","1","1","3","4","2","0.44361911262798637","<RuntimePrimitiveException>","0","7699781.805281115","0","531","13","0.02448210922787194","0","0","0","153","0"
"14","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","173","30","2010","16","444","1","0","0","1","0","2","3","6","2","1","0.3558196531791908","7.133333333333334","1","7050874.661686507","0","1777","43","0.024198086662915026","0","1","30","0","0"
"15","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","138","7","2038","8","447","0","0","1","0","1","0","0","3","2","1","0.3311797101449276","9.714285714285714","1","7446337.27605153","0","458","8","0.017467248908296942","0","0","7","0","0"
"12","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","195","23","2254","9","214","0","0","0","1","0","1","0","7","0","0","0.3656615384615385","5.565217391304348","0","7021799.764388465","0","1630","18","0.011042944785276074","1","3","23","0","0"
"13","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","187","4","2293","7","196","0","0","0","0","0","0","0","4","3","0","0.4210053475935829","5.75","1","6742008.822876685","0","203","7","0.034482758620689655","0","1","4","0","0"
"9","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","205","0","2032","13","455","0","0","0","0","0","0","1","5","6","1","0.3762458536585366","<RuntimePrimitiveException>","0","7592872.057574003","0","468","13","0.027777777777777776","0","0","0","128","0"
"11","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","200","0","2111","7","382","0","0","0","0","0","0","4","2","1","0","0.35968241206030155","<RuntimePrimitiveException>","0","7427920.313407313","0","675","16","0.023703703703703703","0","0","0","148","0"
"10","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","189","0","2078","11","411","0","0","0","0","0","0","1","6","2","2","0.4193756613756614","<RuntimePrimitiveException>","0","6700536.69383327","0","1065","20","0.018779342723004695","0","0","0","152","0"
"15","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","139","5","2038","8","449","0","0","1","0","1","0","0","3","2","1","0.3299223021582734","8.2","1","7434294.906238624","0","459","8","0.017429193899782137","1","1","5","0","0"
"14","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","174","32","2007","17","444","1","0","0","1","0","2","3","6","3","1","0.357032183908046","7.25","1","7059652.905147786","0","1780","44","0.024719101123595506","0","2","32","0","3"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","294","0","1969","13","518","0","0","0","2","0","1","1","3","4","2","0.4440816326530612","<RuntimePrimitiveException>","0","7705694.592099494","0","531","13","0.02448210922787194","0","0","0","153","0"
"12","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","196","26","2251","9","214","0","0","0","1","0","1","0","7","0","0","0.3667142857142857","5.923076923076923","4","7031979.540630328","0","1630","18","0.011042944785276074","1","3","26","0","1"
"13","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","188","4","2293","7","196","0","0","0","0","0","0","0","4","3","0","0.4228021276595745","6.75","0","6749742.4939341275","0","204","7","0.03431372549019608","0","0","4","0","0"
"11","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","201","0","2111","7","382","0","0","0","0","0","0","4","2","1","0","0.360702","<RuntimePrimitiveException>","0","7442854.61859596","0","675","16","0.023703703703703703","0","0","0","148","0"
"9","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","206","0","2032","13","455","0","0","0","0","0","0","1","5","6","1","0.377095145631068","<RuntimePrimitiveException>","0","7604117.426157091","0","468","13","0.027777777777777776","0","0","0","128","0"
"15","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","140","5","2038","8","449","0","0","1","0","1","0","0","3","2","1","0.32878857142857143","9.2","0","7424398.262414841","0","459","8","0.017429193899782137","1","0","5","0","0"
"10","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","190","0","2078","11","411","0","0","0","0","0","0","1","6","2","2","0.4205915789473684","<RuntimePrimitiveException>","0","6703565.343663265","0","1065","20","0.018779342723004695","0","0","0","152","0"
"14","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","175","35","2003","17","445","1","0","0","1","0","2","3","6","3","1","0.35831085714285715","7.171428571428572","3","7068090.286903037","0","1781","44","0.024705221785513758","0","4","35","0","1"
"12","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","197","25","2251","9","215","0","0","0","1","0","1","0","7","0","0","0.3677055837563452","6.52","2","7042109.345503791","0","1633","18","0.011022657685241886","1","0","25","0","0"
"11","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","202","0","2111","7","382","0","0","0","0","0","0","4","2","1","0","0.3615920398009951","<RuntimePrimitiveException>","0","7455704.207079156","0","675","16","0.023703703703703703","0","0","0","148","0"
"13","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","189","4","2293","7","196","0","0","0","0","0","0","0","4","3","0","0.42448677248677247","7.75","0","6753288.293390398","0","205","7","0.03414634146341464","0","0","4","0","0"
"15","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","141","6","2037","8","449","0","0","1","0","1","0","0","3","2","1","0.32752624113475176","8.666666666666666","0","7410466.48085934","0","460","8","0.017391304347826087","1","1","6","0","0"
"9","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","207","0","2032","13","455","0","0","0","0","0","0","1","5","6","1","0.37795748792270534","<RuntimePrimitiveException>","0","7613665.55273071","0","468","13","0.027777777777777776","0","0","0","128","0"
"10","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","191","0","2078","11","411","0","0","0","0","0","0","1","6","2","2","0.4218638743455497","<RuntimePrimitiveException>","0","6706836.144640016","0","1065","20","0.018779342723004695","0","0","0","152","0"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","295","0","1969","13","518","0","0","0","2","0","1","1","3","4","2","0.444535593220339","<RuntimePrimitiveException>","0","7706375.8736197455","0","531","13","0.02448210922787194","0","0","0","153","0"
"14","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","176","33","2002","17","448","1","0","0","1","0","2","3","6","3","1","0.35963863636363635","7.151515151515151","2","7078219.908609298","0","1783","44","0.024677509814918678","1","1","33","0","1"
"12","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","198","26","2249","9","216","0","0","0","1","0","1","0","7","0","0","0.3685454545454545","6.653846153846154","2","7050178.537832377","0","1636","18","0.011002444987775062","1","0","26","0","1"
"11","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","203","0","2111","7","382","0","0","0","0","0","0","4","2","1","0","0.36235445544554457","<RuntimePrimitiveException>","0","7467814.460773374","0","675","16","0.023703703703703703","0","0","0","148","0"
"15","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","142","6","2037","8","449","0","0","1","0","1","0","0","3","2","1","0.32639154929577463","9.666666666666666","0","7399808.53906612","0","460","8","0.017391304347826087","1","1","6","0","1"
"13","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","190","4","2293","7","196","0","0","0","0","0","0","0","4","3","0","0.4262442105263158","8.75","0","6757142.264989151","0","205","7","0.03414634146341464","0","1","4","0","0"
"9","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","208","0","2032","13","455","0","0","0","0","0","0","1","5","6","1","0.37884615384615383","<RuntimePrimitiveException>","0","7625403.358622886","0","468","13","0.027777777777777776","0","0","0","128","0"
"10","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","192","0","2078","11","411","0","0","0","0","0","0","1","6","2","2","0.42320208333333337","<RuntimePrimitiveException>","0","6712797.564517134","0","1065","20","0.018779342723004695","0","0","0","152","0"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","296","0","1969","13","518","0","0","0","2","0","1","1","3","4","2","0.44503513513513515","<RuntimePrimitiveException>","0","7708179.958883667","0","531","13","0.02448210922787194","0","0","0","153","0"
"14","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","177","34","2000","17","449","1","0","0","1","0","2","3","6","3","1","0.3609875706214689","7.470588235294118","4","7091509.80624843","0","1787","44","0.024622271964185788","1","1","34","0","2"
"11","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","204","0","2111","7","382","0","0","0","0","0","0","4","2","1","0","0.36303251231527095","<RuntimePrimitiveException>","0","7479721.910789106","0","675","16","0.023703703703703703","0","0","0","148","0"
"15","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","143","6","2037","8","449","0","0","1","0","1","0","0","3","2","1","0.32535384615384616","10.666666666666666","0","7387954.543572717","0","461","8","0.01735357917570499","1","0","6","0","0"
"12","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","199","29","2246","9","216","0","0","0","1","0","1","0","7","0","0","0.3693748743718593","6.9655172413793105","5","7059091.068037826","0","1636","18","0.011002444987775062","1","4","29","0","0"
"13","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","191","5","2292","7","196","0","0","0","0","0","0","0","4","3","0","0.4279539267015707","8","1","6762765.245418317","0","205","7","0.03414634146341464","0","0","5","0","0"
"9","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","209","0","2032","13","455","0","0","0","0","0","0","1","5","6","1","0.3796650717703349","<RuntimePrimitiveException>","0","7633671.824678507","0","468","13","0.027777777777777776","0","0","0","128","0"
"10","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","193","0","2078","11","411","0","0","0","0","0","0","1","6","2","2","0.42455544041450777","<RuntimePrimitiveException>","0","6715306.070453581","0","1065","20","0.018779342723004695","0","0","0","152","0"
"15","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","144","5","2037","8","450","0","0","1","0","1","0","0","3","2","1","0.3241805555555556","10.6","0","7375032.992953951","0","462","8","0.017316017316017316","1","0","5","0","0"
"11","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","205","0","2111","7","382","0","0","0","0","0","0","4","2","1","0","0.36383921568627453","<RuntimePrimitiveException>","0","7487390.232413857","0","675","16","0.023703703703703703","0","0","0","148","0"
"14","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","178","36","1998","17","449","1","0","0","1","0","2","3","6","3","1","0.3621348314606741","8.055555555555555","3","7101724.869015547","0","1788","44","0.024608501118568233","1","3","36","0","1"
"12","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","200","30","2244","9","217","0","0","0","1","0","1","0","7","0","0","0.370224","7.2","3","7068585.348391045","0","1636","18","0.011002444987775062","1","2","30","0","0"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","297","0","1969","13","518","0","0","0","2","0","1","1","3","4","2","0.44561212121212124","<RuntimePrimitiveException>","0","7711448.276959247","0","531","13","0.02448210922787194","0","0","0","153","0"
"13","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","192","5","2292","7","196","0","0","0","0","0","0","0","4","3","0","0.42954166666666665","9","0","6766458.097293591","0","206","7","0.03398058252427184","0","0","5","0","1"
"9","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","210","0","2032","13","455","0","0","0","0","0","0","1","5","6","1","0.3804857142857143","<RuntimePrimitiveException>","0","7643673.916907826","0","468","13","0.027777777777777776","0","0","0","128","0"
"15","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","145","5","2037","8","450","0","0","1","0","1","0","0","3","2","1","0.32305379310344823","11.6","1","7362652.012998919","0","462","8","0.017316017316017316","1","0","5","0","0"
"11","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","206","0","2111","7","382","0","0","0","0","0","0","4","2","1","0","0.36458341463414634","<RuntimePrimitiveException>","0","7495485.60360244","0","675","16","0.023703703703703703","0","0","0","148","0"
"10","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","194","0","2078","11","411","0","0","0","0","0","0","1","6","2","2","0.42575051546391757","<RuntimePrimitiveException>","0","6721667.544599072","0","1065","20","0.018779342723004695","0","0","0","152","0"
"14","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","179","39","1994","17","450","1","0","0","1","0","2","3","6","3","1","0.36329832402234635","8.025641025641026","4","7112510.916282255","0","1789","44","0.024594745667970933","1","2","39","0","2"
"12","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","201","34","2239","9","218","0","0","0","1","0","1","0","7","0","0","0.3711542288557214","6.882352941176471","0","7078411.991517337","0","1640","18","0.01097560975609756","1","2","34","0","1"
"15","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","146","4","2037","8","451","0","0","1","0","1","0","0","3","2","1","0.321986301369863","11.5","0","7350921.318937183","0","462","8","0.017316017316017316","2","0","4","0","1"
"13","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","193","7","2290","7","196","0","0","0","0","0","0","0","4","3","0","0.4310818652849741","7.428571428571429","0","6771284.221668755","0","206","7","0.03398058252427184","0","0","7","0","1"
"9","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","211","0","2032","13","455","0","0","0","0","0","0","1","5","6","1","0.38135734597156395","<RuntimePrimitiveException>","0","7653484.213166302","0","468","13","0.027777777777777776","0","0","0","128","0"
"11","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","207","0","2111","7","382","0","0","0","0","0","0","4","2","1","0","0.3653456310679612","<RuntimePrimitiveException>","0","7507596.930794944","0","675","16","0.023703703703703703","0","0","0","148","0"
"14","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","180","39","1992","17","452","1","0","0","1","0","2","3","6","3","1","0.3647555555555556","8.205128205128204","1","7122453.57586339","0","1792","44","0.024553571428571428","2","4","39","0","2"
"10","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","195","0","2078","11","411","0","0","0","0","0","0","1","6","2","2","0.4271323076923077","<RuntimePrimitiveException>","0","6727122.109870554","0","1065","20","0.018779342723004695","0","0","0","152","0"
"12","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","202","36","2236","10","218","0","0","1","1","0","1","0","7","0","0","0.37195445544554456","7.111111111111111","2","7085145.453280618","0","1642","19","0.011571254567600487","1","5","36","0","3"
"15","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","147","4","2037","8","451","0","0","1","0","1","0","0","3","2","1","0.3209142857142857","12.5","0","7337192.733109621","0","462","8","0.017316017316017316","2","0","4","0","0"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","298","0","1969","13","518","0","0","0","2","0","1","1","3","4","2","0.4461154362416107","<RuntimePrimitiveException>","0","7716916.876927882","0","531","13","0.02448210922787194","0","0","0","153","0"
"13","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","194","10","2287","7","196","0","0","0","0","0","0","0","4","3","0","0.4327237113402062","6.2","0","6776057.453647531","0","206","7","0.03398058252427184","0","1","10","0","0"
"11","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","208","0","2111","7","382","0","0","0","0","0","0","4","2","1","0","0.3660657004830918","<RuntimePrimitiveException>","0","7520661.955995732","0","675","16","0.023703703703703703","0","0","0","148","0"
"9","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","212","0","2032","13","455","0","0","0","0","0","0","1","5","6","1","0.3822433962264151","<RuntimePrimitiveException>","0","7663670.256283569","0","468","13","0.027777777777777776","0","0","0","128","0"
"14","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","181","38","1990","17","455","1","0","0","1","0","2","3","6","3","1","0.36593370165745853","8.157894736842104","2","7130811.491184057","0","1794","44","0.024526198439241916","2","3","38","0","2"
"15","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","148","3","2037","8","452","0","0","1","0","1","0","0","3","2","1","0.31987567567567565","12.333333333333334","0","7325999.026995959","0","462","8","0.017316017316017316","1","1","3","0","2"
