[run number],Total_Population,Current_Cases,RestrictedMovement,Proportion_Time_Avoid,Days_of_Cash_Reserves,Care_Attitude,Track_and_Trace_Efficiency,TimeLockDownOff,Treatment_Benefit,FearTrigger,se_Compliance,Freewheel,Triggerday,Diffusion_Adjustment,PPA,MaxV,SE_Illnesspd,Link_Switch,Saliency_of_Experience,Stimulus,Dynamic_Behaviour,Global_Transmissability,Initial,Lockdown_Off,Proportion_People_Avoid,Compliance_with_Isolation,Illness_period,WFH_Capacity,Cruise,Bed_Capacity,ReInfectionRate,Spatial_Distance,Age_Isolation,Severity_of_illness,ProductionRate,AsymptomaticPercentage,Population,Mean_Individual_Income,Available_Resources,Decay_limit,ICU_Beds_in_Australia,Scale,Self_Capacity,Media_Exposure,PTA,Superspreaders,Contact_Radius,Hospital_Beds_in_Australia,MinV,Incubation_Period,Case_Isolation,se_Incubation,PHWarnings,PolicyTriggerOn,ICU_Required,Quarantine,Speed,InitialAssociationStrength,[step],count simuls with [ color = red ],count simuls with [ color = 85 ],count simuls with [color = black ],count simuls with [ color = yellow ],count simuls with [ color = black and agerange = 5 ],count simuls with [ color = black and agerange = 15 ],count simuls with [ color = black and agerange = 25 ],count simuls with [ color = black and agerange = 35 ],count simuls with [ color = black and agerange = 45 ],count simuls with [ color = black and agerange = 55 ],count simuls with [ color = black and agerange = 65 ],count simuls with [ color = black and agerange = 75 ],count simuls with [ color = black and agerange = 85 ],count simuls with [ color = black and agerange = 95 ],mean [ contacts ] of simuls / ticks,mean [ timenow ] of simuls with [ color = red ],count simuls with [ color = red and timenow = Incubation_Period ],sum [ reserves ] of simuls with [ color != black ],scalePhase,numberInfected,deathcount,casefatalityrate,ICUBedsRequired,DailyCases,CurrentInfections,EliminationDate,MeanR,mean [ personalvirulence ] of simuls
8,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,224,14,1456,26,1004,0,1,2,1,2,2,5,6,7,0,0.305582143,7.857142857,2,6445806.562,0,54045,1178,0.021796651,0,3,14,0,0,47.277536
4,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,228,14,1980,17,489,0,0,1,0,2,0,4,5,5,0,0.316922807,10.78571429,0,7229862.966,0,184155,6218,0.033765035,0,1,14,0,3,48.769988
5,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,219,152,1797,22,639,0,1,1,0,1,4,4,5,4,2,0.294681502,9.203947368,6,6468124.373,0,36350,823,0.02264099,12,3,152,0,1.545454545,47.14281609
1,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,177,38,1656,15,791,1,0,0,0,0,1,3,0,10,0,0.374840678,9.5,3,6661532.395,0,130317,2607,0.020005065,0,3,38,0,1,47.170604
2,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,225,0,2499,0,1,0,0,0,0,0,0,0,0,0,0,0.297852444,<RuntimePrimitiveException>,0,6362004.605,0,1,0,0,0,0,0,11,0,47.019032
6,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,216,0,2499,0,1,0,0,0,0,0,0,0,0,0,0,0.341555556,<RuntimePrimitiveException>,0,5623584.978,0,1,0,0,0,0,0,12,0,47.017056
3,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,228,81,1961,15,463,1,0,0,1,0,1,4,3,4,1,0.313559942,9.333333333,5,7557954.35,0,101845,2355,0.023123374,3,2,81,0,0.4,50.72418651
7,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,227,8,1514,15,963,2,1,0,1,0,2,0,4,5,0,0.303968282,9.25,0,6266279.888,0,109245,2643,0.024193327,0,0,8,0,0,49.717568
8,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,225,14,1456,26,1004,0,1,2,1,2,2,5,6,7,0,0.304894222,8.857142857,0,6431776.589,0,54047,1178,0.021795844,0,0,14,0,0,47.277536
4,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,229,12,1980,17,491,0,0,1,0,2,0,4,5,5,0,0.316445415,10.91666667,0,7223466.036,0,184158,6218,0.033764485,0,0,12,0,0,48.769988
2,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,226,0,2499,0,1,0,0,0,0,0,0,0,0,0,0,0.297309735,<RuntimePrimitiveException>,0,6351740.157,0,1,0,0,0,0,0,11,0,47.019032
5,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,220,142,1786,23,649,0,1,1,0,1,4,4,6,4,2,0.294395105,9.401408451,10,6431897.409,0,36353,824,0.02266663,12,10,142,0,0,47.14784231
1,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,178,38,1654,15,793,1,0,0,0,0,1,3,0,10,0,0.374017978,9.657894737,3,6648237.406,0,130319,2607,0.020004758,0,1,38,0,0.6,47.170604
6,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,217,0,2499,0,1,0,0,0,0,0,0,0,0,0,0,0.340705991,<RuntimePrimitiveException>,0,5609026.22,0,1,0,0,0,0,0,12,0,47.017056
3,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,229,76,1953,15,466,1,0,0,1,0,1,4,3,4,1,0.312905583,9.684210526,4,7525577.344,0,101850,2355,0.023122239,3,4,76,0,0.777777778,50.75006375
7,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,228,6,1514,15,965,2,1,0,1,0,2,0,4,5,0,0.303319298,8,1,6254406.926,0,109245,2643,0.024193327,0,1,6,0,0,49.717568
8,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,226,14,1456,26,1004,0,1,2,1,2,2,5,6,7,0,0.30420531,9.857142857,2,6419894.001,0,54050,1178,0.021794635,0,0,14,0,0,47.277536
4,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,230,10,1979,17,494,0,0,1,0,2,0,4,5,5,0,0.315761739,9.3,0,7215403.798,0,184159,6218,0.033764302,0,2,10,0,0,48.769988
2,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,227,0,2499,0,1,0,0,0,0,0,0,0,0,0,0,0.296740088,<RuntimePrimitiveException>,0,6340716.332,0,1,0,0,0,0,0,11,0,47.019032
5,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,221,144,1777,23,646,0,1,1,0,1,4,4,6,4,2,0.294161324,10.27083333,3,6400535.53,0,36356,824,0.02266476,12,14,144,0,0.090909091,47.14674517
6,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,218,0,2499,0,1,0,0,0,0,0,0,0,0,0,0,0.339893578,<RuntimePrimitiveException>,0,5598038.632,0,1,0,0,0,0,0,12,0,47.017056
3,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,230,74,1942,15,469,1,0,0,1,0,1,4,3,4,1,0.31234087,9.648648649,5,7483518.421,0,101852,2355,0.023121785,4,5,74,0,2.25,50.744144
7,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,229,6,1513,15,966,2,1,0,1,0,2,0,4,5,0,0.302655022,6.333333333,0,6243066.936,0,109245,2643,0.024193327,0,0,6,0,0,49.717568
1,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,179,30,1653,15,802,1,0,0,0,0,1,3,0,10,0,0.373003352,8.433333333,2,6634935.006,0,130322,2607,0.020004297,0,4,30,0,0,47.170604
4,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,231,10,1979,17,494,0,0,1,0,2,0,4,5,5,0,0.31514632,10.3,1,7204335.741,0,184159,6218,0.033764302,0,0,10,0,1,48.769988
8,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,227,13,1456,26,1005,0,1,2,1,2,2,5,6,7,0,0.303582379,10.38461538,0,6409406.806,0,54050,1178,0.021794635,0,2,13,0,0,47.277536
2,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,228,0,2499,0,1,0,0,0,0,0,0,0,0,0,0,0.296214035,<RuntimePrimitiveException>,0,6333925.236,0,1,0,0,0,0,0,11,0,47.019032
5,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,222,140,1764,23,653,0,1,1,0,1,4,4,6,4,2,0.293646554,10.42142857,6,6358491.009,0,36366,824,0.022658527,13,6,140,0,0.954545455,47.05877907
6,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,219,0,2499,0,1,0,0,0,0,0,0,0,0,0,0,0.339147032,<RuntimePrimitiveException>,0,5587314.355,0,1,0,0,0,0,0,12,0,47.017056
3,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,231,76,1937,15,472,1,0,0,1,0,1,4,3,4,1,0.311757576,9.763157895,4,7473414.452,0,101856,2355,0.023120877,5,5,76,0,0.2,50.744144
7,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,230,6,1513,15,966,2,1,0,1,0,2,0,4,5,0,0.30201913,7.333333333,1,6231652.381,0,109246,2643,0.024193105,0,0,6,0,0,49.717568
8,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,228,12,1456,26,1006,0,1,2,1,2,2,5,6,7,0,0.302994737,10.91666667,1,6397690.03,0,54050,1178,0.021794635,0,0,12,0,0,47.277536
4,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,232,9,1979,17,495,0,0,1,0,2,0,4,5,5,0,0.314505172,10.66666667,0,7191124.105,0,184161,6218,0.033763935,0,0,9,0,0,48.769988
1,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,180,29,1653,15,803,1,0,0,0,0,1,3,0,10,0,0.372035556,9.172413793,1,6621734.939,0,130323,2607,0.020004144,0,3,29,0,0,47.170604
2,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,229,0,2499,0,1,0,0,0,0,0,0,0,0,0,0,0.295587773,<RuntimePrimitiveException>,0,6322152.971,0,1,0,0,0,0,0,11,0,47.019032
6,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,220,0,2499,0,1,0,0,0,0,0,0,0,0,0,0,0.338345455,<RuntimePrimitiveException>,0,5575343.162,0,1,0,0,0,0,0,12,0,47.017056
5,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,223,148,1748,23,651,0,1,1,0,1,4,4,6,4,2,0.293144423,10.75,7,6336687.041,0,36380,824,0.022649808,13,10,148,0,0.411764706,47.05849416
3,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,232,69,1936,16,479,1,0,0,1,0,2,4,3,4,1,0.311218966,9.927536232,2,7464195.755,0,101861,2356,0.023129559,5,4,69,0,0.5,50.744144
7,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,231,5,1513,15,967,2,1,0,1,0,2,0,4,5,0,0.301430303,6.6,1,6221959.207,0,109246,2643,0.024193105,0,1,5,0,0,49.717568
4,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,233,10,1977,17,496,0,0,1,0,2,0,4,5,5,0,0.313862661,9,0,7180767.725,0,184161,6218,0.033763935,0,0,10,0,0,48.769988
8,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,229,10,1456,26,1008,0,1,2,1,2,2,5,6,7,0,0.302417467,10.9,0,6388841.426,0,54052,1178,0.021793828,0,2,10,0,0.5,47.277536
1,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,181,27,1652,15,806,1,0,0,0,0,1,3,0,10,0,0.371051934,9.074074074,1,6606164.516,0,130327,2607,0.02000353,0,3,27,0,0,47.170604
2,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,230,0,2499,0,1,0,0,0,0,0,0,0,0,0,0,0.295031304,<RuntimePrimitiveException>,0,6311725.247,0,1,0,0,0,0,0,11,0,47.019032
6,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,221,0,2499,0,1,0,0,0,0,0,0,0,0,0,0,0.337560181,<RuntimePrimitiveException>,0,5562931.753,0,1,0,0,0,0,0,12,0,47.017056
5,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,224,130,1735,24,671,0,1,1,0,1,4,4,7,4,2,0.292588588,10.42307692,3,6323627.981,0,36386,825,0.022673556,13,3,130,0,1,47.06423438
7,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,232,5,1513,15,967,2,1,0,1,0,2,0,4,5,0,0.300787931,7.6,0,6211625.459,0,109246,2643,0.024193105,0,0,5,0,0,49.717568
4,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,234,11,1976,17,496,0,0,1,0,2,0,4,5,5,0,0.313211966,9.181818182,1,7169225.674,0,184161,6218,0.033763935,0,1,11,0,0,48.769988
8,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,230,12,1454,26,1008,0,1,2,1,2,2,5,6,7,0,0.301793043,10.08333333,0,6378050.284,0,54052,1178,0.021793828,0,0,12,0,0,47.277536
3,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,233,63,1934,16,487,1,0,0,1,0,2,4,3,4,1,0.310787983,9.841269841,1,7456347.821,0,101866,2356,0.023128424,5,5,63,0,1.2,50.744144
2,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,231,0,2499,0,1,0,0,0,0,0,0,0,0,0,0,0.294488312,<RuntimePrimitiveException>,0,6302839.717,0,1,0,0,0,0,0,11,0,47.019032
6,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,222,0,2499,0,1,0,0,0,0,0,0,0,0,0,0,0.336781982,<RuntimePrimitiveException>,0,5550396.041,0,1,0,0,0,0,0,12,0,47.017056
1,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,182,27,1651,15,807,1,0,0,0,0,1,3,0,10,0,0.370127473,9.481481481,2,6592809.203,0,130330,2607,0.020003069,0,2,27,0,0,47.170604
